venta_id,fecha,cliente_id,producto_id,region,ciudad,segmento,categoria,subcategoria,cantidad,precio_unitario_cop,descuento_pct,subtotal_cop,costo_unitario_est_cop,margen_total_cop,tipo_venta,ejecutivo
157,2024-07-11,25,102,Pacífico,Buenaventura,Empresa Industrial,Tecnología y Seguridad,Cámaras,19,361971,0.0,6877449,191596,3237125,Crédito 30 días,Ejecutivo 6
158,2024-02-08,14,146,Pacífico,Pasto,Constructora,Materiales de Construcción,Aislantes,21,56908,0.2,1195068,53350,74718,Crédito 30 días,Ejecutivo 11
159,2024-02-18,150,92,Santanderes,Barrancabermeja,Contratista Eléctrico,Repuestos Automotrices,Bujías,29,1678944,0.1,48689376,924703,21872989,Contado,Ejecutivo 10
160,2023-08-28,116,147,Llanos,Arauca,Contratista Eléctrico,Materiales de Construcción,Aislantes,35,1228433,0.1,42995155,904311,11344270,Crédito 60 días,Ejecutivo 12
161,2022-05-31,121,117,Llanos,Villavicencio,Constructora,Tecnología y Seguridad,Sensores,12,1021314,0.0,12255768,651307,4440084,Contado,Ejecutivo 3
162,2024-02-18,191,30,Santanderes,Cúcuta,Comercializadora Local,Herramientas Industriales,Compresores,15,88990,0.15,1334850,71034,269340,Crédito 60 días,Ejecutivo 11
163,2022-11-12,68,25,Pacífico,Pasto,Taller Automotriz,Herramientas Industriales,Compresores,32,807479,0.05,25839328,540801,8533696,Crédito 60 días,Ejecutivo 6
164,2024-01-09,218,147,Caribe,Sincelejo,Comercializadora Local,Materiales de Construcción,Aislantes,10,1296679,0.05,12966790,920404,3762750,Contado,Ejecutivo 1
165,2023-09-24,137,137,Santanderes,Cúcuta,Cadena de Ferreterías,Materiales de Construcción,Tuberías,10,1773592,0.0,17735920,879406,8941860,Crédito 30 días,Ejecutivo 13
166,2023-07-07,116,6,Llanos,Arauca,Contratista Eléctrico,Herramientas Industriales,Taladros,12,75141,0.1,901692,43487,379848,Contado,Ejecutivo 2
167,2023-01-19,98,156,Santanderes,Cúcuta,Cadena de Ferreterías,Materiales de Construcción,Impermeabilizantes,27,589503,0.1,15916581,500223,2410560,Crédito 30 días,Ejecutivo 9
168,2024-11-15,29,153,Pacífico,Popayán,Cadena de Ferreterías,Materiales de Construcción,Impermeabilizantes,9,1371519,0.1,12343671,778343,5338584,Crédito 30 días,Ejecutivo 1
169,2022-07-03,103,113,Pacífico,Popayán,Empresa Industrial,Tecnología y Seguridad,Sensores,39,439633,0.0,17145687,297820,5530707,Crédito 30 días,Ejecutivo 2
170,2023-10-27,80,123,Pacífico,Pasto,Contratista Eléctrico,Tecnología y Seguridad,Control de acceso,15,64863,0.1,972945,37898,404475,Crédito 60 días,Ejecutivo 1
171,2023-08-21,9,85,Llanos,Villavicencio,Comercializadora Local,Repuestos Automotrices,Lubricantes,30,92432,0.15,2772960,62175,907710,Crédito 30 días,Ejecutivo 13
172,2022-06-23,131,47,Santanderes,Bucaramanga,Constructora,Equipos Eléctricos,Breakers,1,1235310,0.1,1235310,774559,460751,Crédito 60 días,Ejecutivo 9
173,2023-05-13,69,131,Santanderes,Bucaramanga,Taller Automotriz,Materiales de Construcción,Adhesivos,29,1173038,0.1,34018102,688201,14060273,Crédito 30 días,Ejecutivo 3
174,2024-02-19,147,149,Llanos,Yopal,Constructora,Materiales de Construcción,Aislantes,9,1141388,0.05,10272492,745819,3560121,Contado,Ejecutivo 5
175,2023-09-09,172,73,Caribe,Santa Marta,Comercializadora Local,Repuestos Automotrices,Frenos,10,405220,0.05,4052200,329491,757290,Contado,Ejecutivo 3
176,2022-05-10,5,138,Pacífico,Popayán,Empresa Industrial,Materiales de Construcción,Tuberías,4,912513,0.0,3650052,575411,1348408,Contado,Ejecutivo 5
177,2024-05-12,206,81,Eje Cafetero,Pereira,Taller Automotriz,Repuestos Automotrices,Lubricantes,39,665953,0.05,25972167,416252,9738339,Contado,Ejecutivo 13
178,2022-06-07,72,118,Eje Cafetero,Pereira,Constructora,Tecnología y Seguridad,Sensores,37,382580,0.05,14155460,226738,5766154,Crédito 30 días,Ejecutivo 4
179,2024-10-12,42,85,Caribe,Barranquilla,Comercializadora Local,Repuestos Automotrices,Lubricantes,29,108744,0.0,3153576,66789,1216695,Crédito 30 días,Ejecutivo 4
180,2024-07-26,194,132,Caribe,Valledupar,Empresa Industrial,Materiales de Construcción,Adhesivos,34,263395,0.05,8955430,150495,3838600,Contado,Ejecutivo 5
181,2022-01-14,127,73,Pacífico,Buenaventura,Taller Automotriz,Repuestos Automotrices,Frenos,4,405220,0.05,1620880,295883,437348,Crédito 90 días,Ejecutivo 6
182,2024-02-18,99,52,Pacífico,Popayán,Taller Automotriz,Equipos Eléctricos,Cables,13,460886,0.2,5991518,346685,1484613,Crédito 60 días,Ejecutivo 6
183,2024-06-20,127,67,Pacífico,Buenaventura,Taller Automotriz,Repuestos Automotrices,Filtros,17,202465,0.1,3441905,144578,984079,Contado,Ejecutivo 14
184,2022-10-06,137,126,Santanderes,Cúcuta,Cadena de Ferreterías,Tecnología y Seguridad,Control de acceso,35,489403,0.05,17129105,298104,6695465,Contado,Ejecutivo 10
185,2023-02-16,75,6,Eje Cafetero,Pereira,Comercializadora Local,Herramientas Industriales,Taladros,20,83490,0.0,1669800,42797,813860,Crédito 30 días,Ejecutivo 3
186,2024-03-26,178,138,Caribe,Sincelejo,Contratista Eléctrico,Materiales de Construcción,Tuberías,22,866887,0.05,19071514,552097,6925380,Crédito 90 días,Ejecutivo 5
187,2024-10-02,150,10,Santanderes,Barrancabermeja,Contratista Eléctrico,Herramientas Industriales,Llaves,21,675471,0.05,14184891,442364,4895247,Crédito 90 días,Ejecutivo 13
188,2023-05-12,198,19,Caribe,Santa Marta,Contratista Eléctrico,Herramientas Industriales,Sierras,20,444319,0.05,8886380,357413,1738120,Contado,Ejecutivo 5
189,2024-03-15,167,19,Caribe,Santa Marta,Comercializadora Local,Herramientas Industriales,Sierras,5,444319,0.05,2221595,306076,691215,Crédito 30 días,Ejecutivo 15
190,2023-02-14,3,144,Pacífico,Cali,Cadena de Ferreterías,Materiales de Construcción,Tuberías,1,762936,0.1,762936,485968,276968,Crédito 30 días,Ejecutivo 9
191,2023-01-04,189,117,Eje Cafetero,Manizales,Contratista Eléctrico,Tecnología y Seguridad,Sensores,33,970248,0.05,32018184,596667,12328173,Crédito 30 días,Ejecutivo 9
192,2022-02-25,24,118,Pacífico,Cali,Comercializadora Local,Tecnología y Seguridad,Sensores,4,402716,0.0,1610864,201586,804520,Crédito 90 días,Ejecutivo 8
193,2023-03-06,117,48,Eje Cafetero,Armenia,Taller Automotriz,Equipos Eléctricos,Breakers,11,1286167,0.05,14147837,794124,5412473,Crédito 30 días,Ejecutivo 5
194,2022-05-22,14,90,Pacífico,Pasto,Constructora,Repuestos Automotrices,Bujías,8,1333321,0.05,10666568,962873,2963584,Crédito 60 días,Ejecutivo 13
195,2024-04-17,167,116,Caribe,Santa Marta,Comercializadora Local,Tecnología y Seguridad,Sensores,36,1259625,0.1,45346500,825487,15628968,Crédito 30 días,Ejecutivo 3
196,2023-09-13,120,130,Eje Cafetero,Armenia,Cadena de Ferreterías,Materiales de Construcción,Adhesivos,26,806984,0.05,20981584,615770,4971564,Contado,Ejecutivo 11
197,2022-11-12,25,44,Pacífico,Buenaventura,Empresa Industrial,Equipos Eléctricos,Breakers,11,1289171,0.05,14180881,797685,5406346,Crédito 60 días,Ejecutivo 13
198,2024-02-12,163,48,Eje Cafetero,Manizales,Empresa Industrial,Equipos Eléctricos,Breakers,28,1353861,0.0,37908108,833112,14580972,Contado,Ejecutivo 10
199,2024-09-08,19,49,Llanos,Yopal,Constructora,Equipos Eléctricos,Cables,38,859267,0.05,32652146,525920,12667186,Crédito 30 días,Ejecutivo 9
200,2024-11-03,101,59,Pacífico,Cali,Contratista Eléctrico,Equipos Eléctricos,Tableros,23,1236111,0.0,28430553,778811,10517900,Crédito 90 días,Ejecutivo 14
201,2024-05-06,200,10,Llanos,Yopal,Cadena de Ferreterías,Herramientas Industriales,Llaves,33,675471,0.05,22290543,485387,6272772,Crédito 30 días,Ejecutivo 13
202,2024-01-07,99,85,Pacífico,Popayán,Taller Automotriz,Repuestos Automotrices,Lubricantes,14,97869,0.1,1370166,61277,512288,Crédito 60 días,Ejecutivo 13
203,2022-06-24,161,20,Pacífico,Popayán,Cadena de Ferreterías,Herramientas Industriales,Sierras,22,1002617,0.15,22057574,689211,6894932,Contado,Ejecutivo 4
204,2023-12-29,189,134,Eje Cafetero,Manizales,Contratista Eléctrico,Materiales de Construcción,Adhesivos,23,1330043,0.0,30590989,683585,14868534,Contado,Ejecutivo 10
205,2022-04-01,71,67,Caribe,Santa Marta,Empresa Industrial,Repuestos Automotrices,Filtros,25,179969,0.2,4499225,131518,1211275,Crédito 30 días,Ejecutivo 11
206,2024-03-29,217,76,Llanos,Yopal,Contratista Eléctrico,Repuestos Automotrices,Frenos,7,1426789,0.0,9987523,885150,3791473,Crédito 90 días,Ejecutivo 6
207,2024-05-31,184,134,Eje Cafetero,Pereira,Comercializadora Local,Materiales de Construcción,Adhesivos,10,1330043,0.0,13300430,745396,5846470,Contado,Ejecutivo 2
208,2023-06-14,31,62,Eje Cafetero,Armenia,Comercializadora Local,Equipos Eléctricos,Tableros,30,416367,0.15,12491010,316676,2990730,Contado,Ejecutivo 12
209,2024-11-28,45,146,Eje Cafetero,Armenia,Comercializadora Local,Materiales de Construcción,Aislantes,29,67579,0.05,1959791,50987,481168,Crédito 30 días,Ejecutivo 12
210,2023-03-29,187,49,Pacífico,Cali,Comercializadora Local,Equipos Eléctricos,Cables,34,814042,0.1,27677428,536889,9423202,Crédito 30 días,Ejecutivo 7
211,2024-08-06,204,91,Santanderes,Cúcuta,Taller Automotriz,Repuestos Automotrices,Bujías,8,471665,0.1,3773320,379643,736176,Crédito 60 días,Ejecutivo 10
212,2024-10-21,47,110,Llanos,Villavicencio,Comercializadora Local,Tecnología y Seguridad,DVR,10,1113193,0.15,11131930,705391,4078020,Contado,Ejecutivo 1
213,2024-09-15,81,126,Pacífico,Popayán,Cadena de Ferreterías,Tecnología y Seguridad,Control de acceso,2,412129,0.2,824258,337269,149720,Contado,Ejecutivo 7
214,2022-06-25,3,80,Pacífico,Cali,Cadena de Ferreterías,Repuestos Automotrices,Frenos,34,482937,0.0,16419858,248002,7987790,Contado,Ejecutivo 12
215,2022-10-18,139,123,Llanos,Villavicencio,Taller Automotriz,Tecnología y Seguridad,Control de acceso,29,64863,0.1,1881027,37407,796224,Contado,Ejecutivo 6
216,2024-07-21,36,57,Llanos,Arauca,Contratista Eléctrico,Equipos Eléctricos,Tableros,34,1830287,0.0,62229758,991966,28502914,Crédito 60 días,Ejecutivo 9
217,2024-09-16,98,155,Santanderes,Cúcuta,Cadena de Ferreterías,Materiales de Construcción,Impermeabilizantes,13,1270521,0.0,16516773,840182,5594407,Contado,Ejecutivo 2
218,2024-06-16,102,137,Santanderes,Bucaramanga,Contratista Eléctrico,Materiales de Construcción,Tuberías,29,1596232,0.1,46290728,965792,18282760,Crédito 60 días,Ejecutivo 8
219,2023-10-16,117,83,Eje Cafetero,Armenia,Taller Automotriz,Repuestos Automotrices,Lubricantes,26,215301,0.0,5597826,116875,2559076,Contado,Ejecutivo 1
220,2022-08-24,204,8,Santanderes,Cúcuta,Taller Automotriz,Herramientas Industriales,Taladros,12,242340,0.2,2908080,204517,453876,Contado,Ejecutivo 6
221,2022-08-12,152,158,Santanderes,Cúcuta,Comercializadora Local,Materiales de Construcción,Impermeabilizantes,18,1504680,0.05,27084240,908038,10739556,Crédito 30 días,Ejecutivo 3
222,2023-05-15,162,85,Llanos,Arauca,Taller Automotriz,Repuestos Automotrices,Lubricantes,2,103306,0.05,206612,58777,89058,Crédito 30 días,Ejecutivo 9
223,2022-11-24,123,80,Caribe,Santa Marta,Taller Automotriz,Repuestos Automotrices,Frenos,8,458790,0.05,3670320,269763,1512216,Contado,Ejecutivo 7
224,2024-08-04,122,80,Pacífico,Popayán,Comercializadora Local,Repuestos Automotrices,Frenos,38,410496,0.15,15598848,265366,5514940,Contado,Ejecutivo 7
225,2023-01-13,176,154,Eje Cafetero,Pereira,Empresa Industrial,Materiales de Construcción,Impermeabilizantes,37,812484,0.05,30061908,565428,9141072,Contado,Ejecutivo 11
226,2024-06-04,111,123,Pacífico,Cali,Comercializadora Local,Tecnología y Seguridad,Control de acceso,32,61260,0.15,1960320,33801,878688,Crédito 30 días,Ejecutivo 12
227,2023-02-09,123,68,Caribe,Santa Marta,Taller Automotriz,Repuestos Automotrices,Filtros,13,1535237,0.0,19958081,1015038,6762587,Crédito 30 días,Ejecutivo 7
228,2024-03-07,48,127,Llanos,Arauca,Taller Automotriz,Tecnología y Seguridad,Control de acceso,25,1315987,0.05,32899675,942378,9340225,Contado,Ejecutivo 4
229,2023-02-26,96,149,Caribe,Cartagena,Contratista Eléctrico,Materiales de Construcción,Aislantes,13,1081315,0.1,14057095,815280,3458455,Contado,Ejecutivo 12
230,2022-05-09,129,31,Pacífico,Pasto,Taller Automotriz,Herramientas Industriales,Compresores,28,637440,0.0,17848320,431384,5769568,Crédito 30 días,Ejecutivo 13
231,2023-01-18,38,136,Santanderes,Barrancabermeja,Constructora,Materiales de Construcción,Adhesivos,28,1439595,0.1,40308660,799484,17923108,Crédito 30 días,Ejecutivo 4
232,2024-07-26,101,124,Pacífico,Cali,Contratista Eléctrico,Tecnología y Seguridad,Control de acceso,14,867332,0.05,12142648,448127,5868870,Contado,Ejecutivo 11
233,2024-09-29,14,144,Pacífico,Pasto,Constructora,Materiales de Construcción,Tuberías,19,720550,0.15,13690450,533155,3560505,Crédito 30 días,Ejecutivo 11
234,2023-10-04,2,159,Llanos,Villavicencio,Cadena de Ferreterías,Materiales de Construcción,Impermeabilizantes,13,608098,0.05,7905274,440926,2173236,Crédito 30 días,Ejecutivo 10
235,2024-03-14,8,158,Caribe,Sincelejo,Empresa Industrial,Materiales de Construcción,Impermeabilizantes,26,1267099,0.2,32944574,931032,8737742,Crédito 30 días,Ejecutivo 6
236,2023-12-22,208,71,Caribe,Santa Marta,Taller Automotriz,Repuestos Automotrices,Filtros,23,1518241,0.0,34919543,1060470,10528733,Crédito 60 días,Ejecutivo 10
237,2022-12-20,44,65,Caribe,Cartagena,Contratista Eléctrico,Repuestos Automotrices,Filtros,19,47101,0.0,894919,28683,349942,Crédito 60 días,Ejecutivo 12
238,2023-09-02,30,51,Santanderes,Bucaramanga,Cadena de Ferreterías,Equipos Eléctricos,Cables,25,84375,0.1,2109375,51722,816325,Crédito 90 días,Ejecutivo 10
239,2022-06-23,101,87,Pacífico,Cali,Contratista Eléctrico,Repuestos Automotrices,Lubricantes,35,691315,0.15,24196025,562073,4523470,Crédito 30 días,Ejecutivo 6
240,2022-08-30,183,61,Pacífico,Popayán,Cadena de Ferreterías,Equipos Eléctricos,Tableros,24,1397976,0.15,33551424,794346,14487120,Contado,Ejecutivo 2
241,2023-01-10,45,121,Eje Cafetero,Armenia,Comercializadora Local,Tecnología y Seguridad,Control de acceso,36,1752368,0.1,63085248,1049415,25306308,Crédito 30 días,Ejecutivo 3
242,2024-11-12,38,13,Santanderes,Barrancabermeja,Constructora,Herramientas Industriales,Llaves,4,864876,0.05,3459504,484239,1522548,Crédito 30 días,Ejecutivo 10
243,2022-10-10,213,13,Caribe,Sincelejo,Empresa Industrial,Herramientas Industriales,Llaves,36,910396,0.0,32774256,488286,15195960,Crédito 30 días,Ejecutivo 7
244,2023-01-16,44,49,Caribe,Cartagena,Contratista Eléctrico,Equipos Eléctricos,Cables,16,859267,0.05,13748272,570621,4618336,Crédito 30 días,Ejecutivo 9
245,2022-12-21,55,42,Caribe,Cartagena,Empresa Industrial,Equipos Eléctricos,Breakers,19,447578,0.1,8503982,384953,1189875,Crédito 30 días,Ejecutivo 8
246,2023-08-15,74,22,Santanderes,Barrancabermeja,Cadena de Ferreterías,Herramientas Industriales,Sierras,25,109402,0.0,2735050,55312,1352250,Contado,Ejecutivo 6
247,2024-07-12,92,143,Pacífico,Pasto,Cadena de Ferreterías,Materiales de Construcción,Tuberías,16,668935,0.2,10702960,639461,471584,Crédito 30 días,Ejecutivo 14
248,2024-01-06,146,143,Santanderes,Bucaramanga,Cadena de Ferreterías,Materiales de Construcción,Tuberías,38,794360,0.05,30185680,603475,7253630,Crédito 90 días,Ejecutivo 8
249,2022-10-07,207,9,Pacífico,Buenaventura,Taller Automotriz,Herramientas Industriales,Llaves,34,534178,0.05,18162052,329063,6973910,Contado,Ejecutivo 7
250,2024-11-01,206,73,Eje Cafetero,Pereira,Taller Automotriz,Repuestos Automotrices,Frenos,2,383893,0.1,767786,308360,151066,Crédito 30 días,Ejecutivo 7
251,2024-10-04,68,76,Pacífico,Pasto,Taller Automotriz,Repuestos Automotrices,Frenos,13,1355449,0.05,17620837,898449,5941000,Crédito 30 días,Ejecutivo 14
252,2024-06-28,92,88,Pacífico,Pasto,Cadena de Ferreterías,Repuestos Automotrices,Lubricantes,18,943166,0.05,16976988,657300,5145588,Crédito 30 días,Ejecutivo 2
253,2022-03-05,21,93,Llanos,Yopal,Cadena de Ferreterías,Repuestos Automotrices,Bujías,31,457155,0.1,14171805,280981,5461394,Crédito 60 días,Ejecutivo 4
254,2023-08-22,206,82,Eje Cafetero,Pereira,Taller Automotriz,Repuestos Automotrices,Lubricantes,14,1023766,0.1,14332724,689850,4674824,Contado,Ejecutivo 4
255,2023-08-15,38,92,Santanderes,Barrancabermeja,Constructora,Repuestos Automotrices,Bujías,13,1772219,0.05,23038847,982502,10266321,Contado,Ejecutivo 8
256,2024-10-11,10,52,Caribe,Cartagena,Constructora,Equipos Eléctricos,Cables,6,576108,0.0,3456648,363507,1275606,Crédito 30 días,Ejecutivo 2
257,2022-08-22,182,103,Santanderes,Cúcuta,Taller Automotriz,Tecnología y Seguridad,Cámaras,31,864002,0.0,26784062,689485,5410027,Contado,Ejecutivo 9
258,2024-01-22,101,85,Pacífico,Cali,Contratista Eléctrico,Repuestos Automotrices,Lubricantes,26,108744,0.0,2827344,58796,1298648,Crédito 30 días,Ejecutivo 13
259,2022-03-27,28,152,Caribe,Valledupar,Constructora,Materiales de Construcción,Aislantes,29,1015115,0.0,29438335,528789,14103454,Crédito 60 días,Ejecutivo 8
260,2023-03-24,74,7,Santanderes,Barrancabermeja,Cadena de Ferreterías,Herramientas Industriales,Taladros,35,1164915,0.1,40772025,905939,9064160,Crédito 90 días,Ejecutivo 2
261,2023-05-22,208,113,Caribe,Santa Marta,Taller Automotriz,Tecnología y Seguridad,Sensores,4,439633,0.0,1758532,289919,598856,Contado,Ejecutivo 1
262,2024-07-10,107,79,Pacífico,Popayán,Comercializadora Local,Repuestos Automotrices,Frenos,12,1311979,0.0,15743748,745197,6801384,Contado,Ejecutivo 14
263,2022-06-28,127,47,Pacífico,Buenaventura,Taller Automotriz,Equipos Eléctricos,Breakers,28,1166681,0.15,32667068,798095,10320408,Crédito 30 días,Ejecutivo 2
264,2023-05-01,63,126,Llanos,Villavicencio,Empresa Industrial,Tecnología y Seguridad,Control de acceso,1,463645,0.1,463645,307113,156532,Contado,Ejecutivo 12
265,2023-12-20,132,33,Eje Cafetero,Pereira,Constructora,Equipos Eléctricos,Transformadores,26,420508,0.2,10933208,317050,2689908,Crédito 60 días,Ejecutivo 10
266,2024-05-26,145,74,Eje Cafetero,Manizales,Contratista Eléctrico,Repuestos Automotrices,Frenos,30,1081537,0.0,32446110,614520,14010510,Contado,Ejecutivo 3
267,2023-02-28,27,126,Eje Cafetero,Pereira,Constructora,Tecnología y Seguridad,Control de acceso,14,463645,0.1,6491030,342506,1695946,Crédito 60 días,Ejecutivo 13
268,2022-05-02,220,46,Santanderes,Cúcuta,Comercializadora Local,Equipos Eléctricos,Breakers,26,260580,0.0,6775080,148033,2926222,Crédito 30 días,Ejecutivo 9
269,2023-07-30,169,33,Pacífico,Pasto,Constructora,Equipos Eléctricos,Transformadores,35,499354,0.05,17477390,305144,6797350,Crédito 30 días,Ejecutivo 3
270,2023-10-25,205,133,Caribe,Cartagena,Comercializadora Local,Materiales de Construcción,Adhesivos,4,1434805,0.15,5739220,970695,1856440,Crédito 90 días,Ejecutivo 5
271,2023-08-16,151,129,Eje Cafetero,Armenia,Comercializadora Local,Materiales de Construcción,Adhesivos,23,1680698,0.05,38656054,1025649,15066127,Crédito 30 días,Ejecutivo 14
272,2024-11-19,43,155,Pacífico,Buenaventura,Contratista Eléctrico,Materiales de Construcción,Impermeabilizantes,27,1206994,0.05,32588838,876405,8925903,Crédito 90 días,Ejecutivo 11
273,2022-07-15,5,32,Pacífico,Popayán,Empresa Industrial,Herramientas Industriales,Compresores,13,1304195,0.05,16954535,899563,5260216,Contado,Ejecutivo 13
274,2024-04-22,56,122,Eje Cafetero,Manizales,Comercializadora Local,Tecnología y Seguridad,Control de acceso,12,1520674,0.0,18248088,874415,7755108,Crédito 90 días,Ejecutivo 5
275,2022-09-17,66,27,Santanderes,Barrancabermeja,Comercializadora Local,Herramientas Industriales,Compresores,30,1810942,0.05,54328260,1021414,23685840,Crédito 60 días,Ejecutivo 3
276,2023-05-27,84,9,Pacífico,Pasto,Taller Automotriz,Herramientas Industriales,Llaves,38,449834,0.2,17093692,320263,4923698,Contado,Ejecutivo 6
277,2023-05-22,185,139,Caribe,Sincelejo,Comercializadora Local,Materiales de Construcción,Tuberías,18,1265040,0.15,22770720,894365,6672150,Crédito 60 días,Ejecutivo 11
278,2024-03-15,89,111,Santanderes,Bucaramanga,Contratista Eléctrico,Tecnología y Seguridad,DVR,26,1015420,0.15,26400920,721479,7642466,Crédito 30 días,Ejecutivo 10
279,2023-07-05,9,92,Llanos,Villavicencio,Comercializadora Local,Repuestos Automotrices,Bujías,8,1865494,0.0,14923952,1032086,6667264,Crédito 30 días,Ejecutivo 7
280,2024-07-14,207,39,Pacífico,Buenaventura,Taller Automotriz,Equipos Eléctricos,Transformadores,37,957429,0.15,35424873,777329,6663700,Contado,Ejecutivo 13
